ticker,comp_name,full_url,mt_name,industry,country,link,url
MSFT,Microsoft,https://www.macrotrends.net/stocks/charts/MSFT/microsoft/,/www.macrotrends.net//stocks/charts/MSFT/microsoft,,,,
AAPL,Apple,https://www.macrotrends.net/stocks/charts/AAPL/apple/,/www.macrotrends.net//stocks/charts/AAPL/apple,,,,
GOOGL,Alphabet,https://www.macrotrends.net/stocks/charts/GOOGL/alphabet/,/www.macrotrends.net//stocks/charts/GOOGL/alphabet,,,,
AMZN,Amazon,https://www.macrotrends.net/stocks/charts/AMZN/amazon/,/www.macrotrends.net//stocks/charts/AMZN/amazon,,,,
TSLA,Tesla,https://www.macrotrends.net/stocks/charts/TSLA/tesla/,/www.macrotrends.net//stocks/charts/TSLA/tesla,,,,
FB,Meta Platforms,https://www.macrotrends.net/stocks/charts/FB/meta-platforms/,/www.macrotrends.net//stocks/charts/FB/meta-platforms,,,,
NVDA,NVIDIA,https://www.macrotrends.net/stocks/charts/NVDA/nvidia/,/www.macrotrends.net//stocks/charts/NVDA/nvidia,,,,
BRK.A,Berkshire Hathaway,https://www.macrotrends.net/stocks/charts/BRK.A/berkshire-hathaway/,/www.macrotrends.net//stocks/charts/BRK.A/berkshire-hathaway,,,,
BRK.B,Berkshire Hathaway,https://www.macrotrends.net/stocks/charts/BRK.B/berkshire-hathaway/,/www.macrotrends.net//stocks/charts/BRK.B/berkshire-hathaway,,,,
JPM,JPMorgan Chase,https://www.macrotrends.net/stocks/charts/JPM/jpmorgan-chase/,/www.macrotrends.net//stocks/charts/JPM/jpmorgan-chase,,,,
JNJ,Johnson & Johnson,https://www.macrotrends.net/stocks/charts/JNJ/johnson-johnson/,/www.macrotrends.net//stocks/charts/JNJ/johnson-johnson,,,,
UNH,UnitedHealth Group,https://www.macrotrends.net/stocks/charts/UNH/unitedhealth-group/,/www.macrotrends.net//stocks/charts/UNH/unitedhealth-group,,,,
V,Visa,https://www.macrotrends.net/stocks/charts/V/visa/,/www.macrotrends.net//stocks/charts/V/visa,,,,
WMT,Walmart,https://www.macrotrends.net/stocks/charts/WMT/walmart/,/www.macrotrends.net//stocks/charts/WMT/walmart,,,,
HD,Home Depot,https://www.macrotrends.net/stocks/charts/HD/home-depot/,/www.macrotrends.net//stocks/charts/HD/home-depot,,,,
BAC,Bank Of America,https://www.macrotrends.net/stocks/charts/BAC/bank-of-america/,/www.macrotrends.net//stocks/charts/BAC/bank-of-america,,,,
PG,Procter & Gamble,https://www.macrotrends.net/stocks/charts/PG/procter-gamble/,/www.macrotrends.net//stocks/charts/PG/procter-gamble,,,,
MA,Mastercard,https://www.macrotrends.net/stocks/charts/MA/mastercard/,/www.macrotrends.net//stocks/charts/MA/mastercard,,,,
DIS,Disney,https://www.macrotrends.net/stocks/charts/DIS/disney/,/www.macrotrends.net//stocks/charts/DIS/disney,,,,
ADBE,Adobe,https://www.macrotrends.net/stocks/charts/ADBE/adobe/,/www.macrotrends.net//stocks/charts/ADBE/adobe,,,,
CRM,"Salesforce, Inc","https://www.macrotrends.net/stocks/charts/CRM/salesforce,-inc/","/www.macrotrends.net//stocks/charts/CRM/salesforce,-inc",,,,
NFLX,Netflix,https://www.macrotrends.net/stocks/charts/NFLX/netflix/,/www.macrotrends.net//stocks/charts/NFLX/netflix,,,,
NKE,NIKE,https://www.macrotrends.net/stocks/charts/NKE/nike/,/www.macrotrends.net//stocks/charts/NKE/nike,,,,
XOM,Exxon,https://www.macrotrends.net/stocks/charts/XOM/exxon/,/www.macrotrends.net//stocks/charts/XOM/exxon,,,,
PFE,Pfizer,https://www.macrotrends.net/stocks/charts/PFE/pfizer/,/www.macrotrends.net//stocks/charts/PFE/pfizer,,,,
TSLA,Tesla,https://www.macrotrends.net/stocks/charts/TSLA/tesla/,/www.macrotrends.net//stocks/charts/TSLA/tesla,,,,
AMZN,Amazon,https://www.macrotrends.net/stocks/charts/AMZN/amazon/,/www.macrotrends.net//stocks/charts/AMZN/amazon,,,,
AAPL,Apple,https://www.macrotrends.net/stocks/charts/AAPL/apple/,/www.macrotrends.net//stocks/charts/AAPL/apple,,,,
FB,Meta Platforms,https://www.macrotrends.net/stocks/charts/FB/meta-platforms/,/www.macrotrends.net//stocks/charts/FB/meta-platforms,,,,
NVDA,NVIDIA,https://www.macrotrends.net/stocks/charts/NVDA/nvidia/,/www.macrotrends.net//stocks/charts/NVDA/nvidia,,,,
MSFT,Microsoft,https://www.macrotrends.net/stocks/charts/MSFT/microsoft/,/www.macrotrends.net//stocks/charts/MSFT/microsoft,,,,
AMD,AMD,https://www.macrotrends.net/stocks/charts/AMD/amd/,/www.macrotrends.net//stocks/charts/AMD/amd,,,,
GOOGL,Alphabet,https://www.macrotrends.net/stocks/charts/GOOGL/alphabet/,/www.macrotrends.net//stocks/charts/GOOGL/alphabet,,,,
PYPL,PayPal Holdings,https://www.macrotrends.net/stocks/charts/PYPL/paypal-holdings/,/www.macrotrends.net//stocks/charts/PYPL/paypal-holdings,,,,
NFLX,Netflix,https://www.macrotrends.net/stocks/charts/NFLX/netflix/,/www.macrotrends.net//stocks/charts/NFLX/netflix,,,,
LCID,Lucid,https://www.macrotrends.net/stocks/charts/LCID/lucid/,/www.macrotrends.net//stocks/charts/LCID/lucid,,,,
MRNA,Moderna,https://www.macrotrends.net/stocks/charts/MRNA/moderna/,/www.macrotrends.net//stocks/charts/MRNA/moderna,,,,
DWAC,Digital World Acquisition,https://www.macrotrends.net/stocks/charts/DWAC/digital-world-acquisition/,/www.macrotrends.net//stocks/charts/DWAC/digital-world-acquisition,,,,
COIN,Coinbase Global,https://www.macrotrends.net/stocks/charts/COIN/coinbase-global/,/www.macrotrends.net//stocks/charts/COIN/coinbase-global,,,,
AFRM,Affirm Holdings,https://www.macrotrends.net/stocks/charts/AFRM/affirm-holdings/,/www.macrotrends.net//stocks/charts/AFRM/affirm-holdings,,,,
V,Visa,https://www.macrotrends.net/stocks/charts/V/visa/,/www.macrotrends.net//stocks/charts/V/visa,,,,
BAC,Bank Of America,https://www.macrotrends.net/stocks/charts/BAC/bank-of-america/,/www.macrotrends.net//stocks/charts/BAC/bank-of-america,,,,
BA,Boeing,https://www.macrotrends.net/stocks/charts/BA/boeing/,/www.macrotrends.net//stocks/charts/BA/boeing,,,,
F,Ford Motor,https://www.macrotrends.net/stocks/charts/F/ford-motor/,/www.macrotrends.net//stocks/charts/F/ford-motor,,,,
SNAP,Snap,https://www.macrotrends.net/stocks/charts/SNAP/snap/,/www.macrotrends.net//stocks/charts/SNAP/snap,,,,
INTC,Intel,https://www.macrotrends.net/stocks/charts/INTC/intel/,/www.macrotrends.net//stocks/charts/INTC/intel,,,,
JPM,JPMorgan Chase,https://www.macrotrends.net/stocks/charts/JPM/jpmorgan-chase/,/www.macrotrends.net//stocks/charts/JPM/jpmorgan-chase,,,,
QCOM,QUALCOMM,https://www.macrotrends.net/stocks/charts/QCOM/qualcomm/,/www.macrotrends.net//stocks/charts/QCOM/qualcomm,,,,
AMC,AMC Entertainment Holdings,https://www.macrotrends.net/stocks/charts/AMC/amc-entertainment-holdings/,/www.macrotrends.net//stocks/charts/AMC/amc-entertainment-holdings,,,,
PFE,Pfizer,https://www.macrotrends.net/stocks/charts/PFE/pfizer/,/www.macrotrends.net//stocks/charts/PFE/pfizer,,,,
JNJ,Johnson & Johnson,https://www.macrotrends.net/stocks/charts/JNJ/johnson-johnson/,johnson-johnson,Large Cap Pharmaceutical,United States,<a href='https://www.macrotrends.net/stocks/charts/JNJ/johnson-johnson/stock-price-history'>Johnson & Johnson (JNJ)</a>,https://www.macrotrends.net/stocks/charts/JNJ/johnson-johnson/
PFE,Pfizer,https://www.macrotrends.net/stocks/charts/PFE/pfizer/,pfizer,Large Cap Pharmaceutical,United States,<a href='https://www.macrotrends.net/stocks/charts/PFE/pfizer/stock-price-history'>Pfizer (PFE)</a>,https://www.macrotrends.net/stocks/charts/PFE/pfizer/
NVO,Novo Nordisk,https://www.macrotrends.net/stocks/charts/NVO/novo-nordisk/,novo-nordisk,Large Cap Pharmaceutical,Denmark,<a href='https://www.macrotrends.net/stocks/charts/NVO/novo-nordisk/stock-price-history'>Novo Nordisk (NVO)</a>,https://www.macrotrends.net/stocks/charts/NVO/novo-nordisk/
LLY,Eli Lilly,https://www.macrotrends.net/stocks/charts/LLY/eli-lilly/,eli-lilly,Large Cap Pharmaceutical,United States,<a href='https://www.macrotrends.net/stocks/charts/LLY/eli-lilly/stock-price-history'>Eli Lilly (LLY)</a>,https://www.macrotrends.net/stocks/charts/LLY/eli-lilly/
ABBV,AbbVie,https://www.macrotrends.net/stocks/charts/ABBV/abbvie/,abbvie,Large Cap Pharmaceutical,United States,<a href='https://www.macrotrends.net/stocks/charts/ABBV/abbvie/stock-price-history'>AbbVie (ABBV)</a>,https://www.macrotrends.net/stocks/charts/ABBV/abbvie/
MRK,Merck,https://www.macrotrends.net/stocks/charts/MRK/merck/,merck,Large Cap Pharmaceutical,United States,<a href='https://www.macrotrends.net/stocks/charts/MRK/merck/stock-price-history'>Merck (MRK)</a>,https://www.macrotrends.net/stocks/charts/MRK/merck/
NVS,Novartis AG,https://www.macrotrends.net/stocks/charts/NVS/novartis-ag/,novartis-ag,Large Cap Pharmaceutical,Switzerland,<a href='https://www.macrotrends.net/stocks/charts/NVS/novartis-ag/stock-price-history'>Novartis AG (NVS)</a>,https://www.macrotrends.net/stocks/charts/NVS/novartis-ag/
GSK,GlaxoSmithKline,https://www.macrotrends.net/stocks/charts/GSK/glaxosmithkline/,glaxosmithkline,Large Cap Pharmaceutical,United Kingdom,<a href='https://www.macrotrends.net/stocks/charts/GSK/glaxosmithkline/stock-price-history'>GlaxoSmithKline (GSK)</a>,https://www.macrotrends.net/stocks/charts/GSK/glaxosmithkline/
BRK.A,Berkshire Hathaway,https://www.macrotrends.net/stocks/charts/BRK_A/berkshire-hathaway/,berkshire-hathaway,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/BRK_A/berkshire-hathaway/stock-price-history'>Berkshire Hathaway (BRK_A)</a>,https://www.macrotrends.net/stocks/charts/BRK_A/berkshire-hathaway/
BRK.B,Berkshire Hathaway,https://www.macrotrends.net/stocks/charts/BRK_B/berkshire-hathaway/,berkshire-hathaway,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/BRK_B/berkshire-hathaway/stock-price-history'>Berkshire Hathaway (BRK_B)</a>,https://www.macrotrends.net/stocks/charts/BRK_B/berkshire-hathaway/
CB,Chubb,https://www.macrotrends.net/stocks/charts/CB/chubb/,chubb,"Property, Casualty and Title Insurance",Switzerland,<a href='https://www.macrotrends.net/stocks/charts/CB/chubb/stock-price-history'>Chubb (CB)</a>,https://www.macrotrends.net/stocks/charts/CB/chubb/
PGR,Progressive,https://www.macrotrends.net/stocks/charts/PGR/progressive/,progressive,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/PGR/progressive/stock-price-history'>Progressive (PGR)</a>,https://www.macrotrends.net/stocks/charts/PGR/progressive/
TRV,Travelers,https://www.macrotrends.net/stocks/charts/TRV/travelers/,travelers,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/TRV/travelers/stock-price-history'>Travelers (TRV)</a>,https://www.macrotrends.net/stocks/charts/TRV/travelers/
ALL,Allstate,https://www.macrotrends.net/stocks/charts/ALL/allstate/,allstate,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/ALL/allstate/stock-price-history'>Allstate (ALL)</a>,https://www.macrotrends.net/stocks/charts/ALL/allstate/
MKL,Markel,https://www.macrotrends.net/stocks/charts/MKL/markel/,markel,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/MKL/markel/stock-price-history'>Markel (MKL)</a>,https://www.macrotrends.net/stocks/charts/MKL/markel/
WRB,W.R Berkley,https://www.macrotrends.net/stocks/charts/WRB/wr-berkley/,wr-berkley,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/WRB/wr-berkley/stock-price-history'>W.R Berkley (WRB)</a>,https://www.macrotrends.net/stocks/charts/WRB/wr-berkley/
FNF,Fidelity National Financial,https://www.macrotrends.net/stocks/charts/FNF/fidelity-national-financial/,fidelity-national-financial,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/FNF/fidelity-national-financial/stock-price-history'>Fidelity National Financial (FNF)</a>,https://www.macrotrends.net/stocks/charts/FNF/fidelity-national-financial/
CNA,CNA Financial,https://www.macrotrends.net/stocks/charts/CNA/cna-financial/,cna-financial,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/CNA/cna-financial/stock-price-history'>CNA Financial (CNA)</a>,https://www.macrotrends.net/stocks/charts/CNA/cna-financial/
AFG,American Financial,https://www.macrotrends.net/stocks/charts/AFG/american-financial/,american-financial,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/AFG/american-financial/stock-price-history'>American Financial (AFG)</a>,https://www.macrotrends.net/stocks/charts/AFG/american-financial/
RE,Everest Re Group,https://www.macrotrends.net/stocks/charts/RE/everest-re-group/,everest-re-group,"Property, Casualty and Title Insurance",Bermuda,<a href='https://www.macrotrends.net/stocks/charts/RE/everest-re-group/stock-price-history'>Everest Re Group (RE)</a>,https://www.macrotrends.net/stocks/charts/RE/everest-re-group/
Y,Alleghany,https://www.macrotrends.net/stocks/charts/Y/alleghany/,alleghany,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/Y/alleghany/stock-price-history'>Alleghany (Y)</a>,https://www.macrotrends.net/stocks/charts/Y/alleghany/
FAF,First American Financial,https://www.macrotrends.net/stocks/charts/FAF/first-american-financial/,first-american-financial,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/FAF/first-american-financial/stock-price-history'>First American Financial (FAF)</a>,https://www.macrotrends.net/stocks/charts/FAF/first-american-financial/
RNR,RenaissanceRe Holdings,https://www.macrotrends.net/stocks/charts/RNR/renaissancere-holdings/,renaissancere-holdings,"Property, Casualty and Title Insurance",Bermuda,<a href='https://www.macrotrends.net/stocks/charts/RNR/renaissancere-holdings/stock-price-history'>RenaissanceRe Holdings (RNR)</a>,https://www.macrotrends.net/stocks/charts/RNR/renaissancere-holdings/
RLI,RLI,https://www.macrotrends.net/stocks/charts/RLI/rli/,rli,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/RLI/rli/stock-price-history'>RLI (RLI)</a>,https://www.macrotrends.net/stocks/charts/RLI/rli/
AXS,Axis Capital Holdings,https://www.macrotrends.net/stocks/charts/AXS/axis-capital-holdings/,axis-capital-holdings,"Property, Casualty and Title Insurance",Bermuda,<a href='https://www.macrotrends.net/stocks/charts/AXS/axis-capital-holdings/stock-price-history'>Axis Capital Holdings (AXS)</a>,https://www.macrotrends.net/stocks/charts/AXS/axis-capital-holdings/
THG,Hanover Insurance,https://www.macrotrends.net/stocks/charts/THG/hanover-insurance/,hanover-insurance,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/THG/hanover-insurance/stock-price-history'>Hanover Insurance (THG)</a>,https://www.macrotrends.net/stocks/charts/THG/hanover-insurance/
WTM,White Mountains Insurance Group,https://www.macrotrends.net/stocks/charts/WTM/white-mountains-insurance-group/,white-mountains-insurance-group,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/WTM/white-mountains-insurance-group/stock-price-history'>White Mountains Insurance Group (WTM)</a>,https://www.macrotrends.net/stocks/charts/WTM/white-mountains-insurance-group/
MCY,Mercury General,https://www.macrotrends.net/stocks/charts/MCY/mercury-general/,mercury-general,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/MCY/mercury-general/stock-price-history'>Mercury General (MCY)</a>,https://www.macrotrends.net/stocks/charts/MCY/mercury-general/
ARGO,Argos,https://www.macrotrends.net/stocks/charts/ARGO/argos/,argos,"Property, Casualty and Title Insurance",Bermuda,<a href='https://www.macrotrends.net/stocks/charts/ARGO/argos/stock-price-history'>Argos (ARGO)</a>,https://www.macrotrends.net/stocks/charts/ARGO/argos/
STC,Stewart Information Services,https://www.macrotrends.net/stocks/charts/STC/stewart-information-services/,stewart-information-services,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/STC/stewart-information-services/stock-price-history'>Stewart Information Services (STC)</a>,https://www.macrotrends.net/stocks/charts/STC/stewart-information-services/
PRA,ProAssurance,https://www.macrotrends.net/stocks/charts/PRA/proassurance/,proassurance,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/PRA/proassurance/stock-price-history'>ProAssurance (PRA)</a>,https://www.macrotrends.net/stocks/charts/PRA/proassurance/
HCI,HCI,https://www.macrotrends.net/stocks/charts/HCI/hci/,hci,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/HCI/hci/stock-price-history'>HCI (HCI)</a>,https://www.macrotrends.net/stocks/charts/HCI/hci/
CCCS,CCC Intelligent Solutions Holdings,https://www.macrotrends.net/stocks/charts/CCCS/ccc-intelligent-solutions-holdings/,ccc-intelligent-solutions-holdings,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/CCCS/ccc-intelligent-solutions-holdings/stock-price-history'>CCC Intelligent Solutions Holdings (CCCS)</a>,https://www.macrotrends.net/stocks/charts/CCCS/ccc-intelligent-solutions-holdings/
AMBC,Ambac Financial,https://www.macrotrends.net/stocks/charts/AMBC/ambac-financial/,ambac-financial,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/AMBC/ambac-financial/stock-price-history'>Ambac Financial (AMBC)</a>,https://www.macrotrends.net/stocks/charts/AMBC/ambac-financial/
UVE,UNIVERSAL INSURANCE HOLDINGS INC,https://www.macrotrends.net/stocks/charts/UVE/universal-insurance-holdings-inc/,universal-insurance-holdings-inc,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/UVE/universal-insurance-holdings-inc/stock-price-history'>UNIVERSAL INSURANCE HOLDINGS INC (UVE)</a>,https://www.macrotrends.net/stocks/charts/UVE/universal-insurance-holdings-inc/
HRTG,Heritage Insurance Holdings,https://www.macrotrends.net/stocks/charts/HRTG/heritage-insurance-holdings/,heritage-insurance-holdings,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/HRTG/heritage-insurance-holdings/stock-price-history'>Heritage Insurance Holdings (HRTG)</a>,https://www.macrotrends.net/stocks/charts/HRTG/heritage-insurance-holdings/
KFS,Kingsway Financial Services,https://www.macrotrends.net/stocks/charts/KFS/kingsway-financial-services/,kingsway-financial-services,"Property, Casualty and Title Insurance",United States,<a href='https://www.macrotrends.net/stocks/charts/KFS/kingsway-financial-services/stock-price-history'>Kingsway Financial Services (KFS)</a>,https://www.macrotrends.net/stocks/charts/KFS/kingsway-financial-services/
RY,Royal Bank Of Canada,https://www.macrotrends.net/stocks/charts/RY/royal-bank-of-canada/,royal-bank-of-canada,Banks - Foreign,Canada,<a href='https://www.macrotrends.net/stocks/charts/RY/royal-bank-of-canada/stock-price-history'>Royal Bank Of Canada (RY)</a>,https://www.macrotrends.net/stocks/charts/RY/royal-bank-of-canada/
TD,Toronto Dominion Bank,https://www.macrotrends.net/stocks/charts/TD/toronto-dominion-bank/,toronto-dominion-bank,Banks - Foreign,Canada,<a href='https://www.macrotrends.net/stocks/charts/TD/toronto-dominion-bank/stock-price-history'>Toronto Dominion Bank (TD)</a>,https://www.macrotrends.net/stocks/charts/TD/toronto-dominion-bank/
HDB,HDFC Bank,https://www.macrotrends.net/stocks/charts/HDB/hdfc-bank/,hdfc-bank,Banks - Foreign,India,<a href='https://www.macrotrends.net/stocks/charts/HDB/hdfc-bank/stock-price-history'>HDFC Bank (HDB)</a>,https://www.macrotrends.net/stocks/charts/HDB/hdfc-bank/
HSBC,HSBC,https://www.macrotrends.net/stocks/charts/HSBC/hsbc/,hsbc,Banks - Foreign,United Kingdom,<a href='https://www.macrotrends.net/stocks/charts/HSBC/hsbc/stock-price-history'>HSBC (HSBC)</a>,https://www.macrotrends.net/stocks/charts/HSBC/hsbc/
BNS,Bank Of Nova Scotia,https://www.macrotrends.net/stocks/charts/BNS/bank-of-nova-scotia/,bank-of-nova-scotia,Banks - Foreign,Canada,<a href='https://www.macrotrends.net/stocks/charts/BNS/bank-of-nova-scotia/stock-price-history'>Bank Of Nova Scotia (BNS)</a>,https://www.macrotrends.net/stocks/charts/BNS/bank-of-nova-scotia/
MUFG,Mitsubishi UFJ Financial,https://www.macrotrends.net/stocks/charts/MUFG/mitsubishi-ufj-financial/,mitsubishi-ufj-financial,Banks - Foreign,Japan,<a href='https://www.macrotrends.net/stocks/charts/MUFG/mitsubishi-ufj-financial/stock-price-history'>Mitsubishi UFJ Financial (MUFG)</a>,https://www.macrotrends.net/stocks/charts/MUFG/mitsubishi-ufj-financial/
BMO,Bank Of Montreal,https://www.macrotrends.net/stocks/charts/BMO/bank-of-montreal/,bank-of-montreal,Banks - Foreign,Canada,<a href='https://www.macrotrends.net/stocks/charts/BMO/bank-of-montreal/stock-price-history'>Bank Of Montreal (BMO)</a>,https://www.macrotrends.net/stocks/charts/BMO/bank-of-montreal/
IBN,ICICI Bank,https://www.macrotrends.net/stocks/charts/IBN/icici-bank/,icici-bank,Banks - Foreign,India,<a href='https://www.macrotrends.net/stocks/charts/IBN/icici-bank/stock-price-history'>ICICI Bank (IBN)</a>,https://www.macrotrends.net/stocks/charts/IBN/icici-bank/
SAN,"Banco Santander, S.A","https://www.macrotrends.net/stocks/charts/SAN/banco-santander,-sa/","banco-santander,-sa",Banks - Foreign,Spain,"<a href='https://www.macrotrends.net/stocks/charts/SAN/banco-santander,-sa/stock-price-history'>Banco Santander, S.A (SAN)</a>","https://www.macrotrends.net/stocks/charts/SAN/banco-santander,-sa/"
UBS,UBS Group AG,https://www.macrotrends.net/stocks/charts/UBS/ubs-group-ag/,ubs-group-ag,Banks - Foreign,Switzerland,<a href='https://www.macrotrends.net/stocks/charts/UBS/ubs-group-ag/stock-price-history'>UBS Group AG (UBS)</a>,https://www.macrotrends.net/stocks/charts/UBS/ubs-group-ag/
WBK,Westpac Banking,https://www.macrotrends.net/stocks/charts/WBK/westpac-banking/,westpac-banking,Banks - Foreign,Australia,<a href='https://www.macrotrends.net/stocks/charts/WBK/westpac-banking/stock-price-history'>Westpac Banking (WBK)</a>,https://www.macrotrends.net/stocks/charts/WBK/westpac-banking/
ING,ING Group,https://www.macrotrends.net/stocks/charts/ING/ing-group/,ing-group,Banks - Foreign,Netherlands,<a href='https://www.macrotrends.net/stocks/charts/ING/ing-group/stock-price-history'>ING Group (ING)</a>,https://www.macrotrends.net/stocks/charts/ING/ing-group/
CM,Canadian Imperial Bank Of Commerce,https://www.macrotrends.net/stocks/charts/CM/canadian-imperial-bank-of-commerce/,canadian-imperial-bank-of-commerce,Banks - Foreign,Canada,<a href='https://www.macrotrends.net/stocks/charts/CM/canadian-imperial-bank-of-commerce/stock-price-history'>Canadian Imperial Bank Of Commerce (CM)</a>,https://www.macrotrends.net/stocks/charts/CM/canadian-imperial-bank-of-commerce/
BBVA,Banco Bilbao Viscaya Argentaria S.A,https://www.macrotrends.net/stocks/charts/BBVA/banco-bilbao-viscaya-argentaria-sa/,banco-bilbao-viscaya-argentaria-sa,Banks - Foreign,Spain,<a href='https://www.macrotrends.net/stocks/charts/BBVA/banco-bilbao-viscaya-argentaria-sa/stock-price-history'>Banco Bilbao Viscaya Argentaria S.A (BBVA)</a>,https://www.macrotrends.net/stocks/charts/BBVA/banco-bilbao-viscaya-argentaria-sa/
SMFG,Sumitomo Mitsui Financial Group Inc,https://www.macrotrends.net/stocks/charts/SMFG/sumitomo-mitsui-financial-group-inc/,sumitomo-mitsui-financial-group-inc,Banks - Foreign,Japan,<a href='https://www.macrotrends.net/stocks/charts/SMFG/sumitomo-mitsui-financial-group-inc/stock-price-history'>Sumitomo Mitsui Financial Group Inc (SMFG)</a>,https://www.macrotrends.net/stocks/charts/SMFG/sumitomo-mitsui-financial-group-inc/
LYG,Lloyds Banking Group,https://www.macrotrends.net/stocks/charts/LYG/lloyds-banking-group/,lloyds-banking-group,Banks - Foreign,United Kingdom,<a href='https://www.macrotrends.net/stocks/charts/LYG/lloyds-banking-group/stock-price-history'>Lloyds Banking Group (LYG)</a>,https://www.macrotrends.net/stocks/charts/LYG/lloyds-banking-group/
BCS,Barclays,https://www.macrotrends.net/stocks/charts/BCS/barclays/,barclays,Banks - Foreign,United Kingdom,<a href='https://www.macrotrends.net/stocks/charts/BCS/barclays/stock-price-history'>Barclays (BCS)</a>,https://www.macrotrends.net/stocks/charts/BCS/barclays/
ITUB,Itau Unibanco Holding S.A,https://www.macrotrends.net/stocks/charts/ITUB/itau-unibanco-holding-sa/,itau-unibanco-holding-sa,Banks - Foreign,Brazil,<a href='https://www.macrotrends.net/stocks/charts/ITUB/itau-unibanco-holding-sa/stock-price-history'>Itau Unibanco Holding S.A (ITUB)</a>,https://www.macrotrends.net/stocks/charts/ITUB/itau-unibanco-holding-sa/
BBD,Banco Bradesco SA,https://www.macrotrends.net/stocks/charts/BBD/banco-bradesco-sa/,banco-bradesco-sa,Banks - Foreign,Brazil,<a href='https://www.macrotrends.net/stocks/charts/BBD/banco-bradesco-sa/stock-price-history'>Banco Bradesco SA (BBD)</a>,https://www.macrotrends.net/stocks/charts/BBD/banco-bradesco-sa/
MFG,Mizuho Financial,https://www.macrotrends.net/stocks/charts/MFG/mizuho-financial/,mizuho-financial,Banks - Foreign,Japan,<a href='https://www.macrotrends.net/stocks/charts/MFG/mizuho-financial/stock-price-history'>Mizuho Financial (MFG)</a>,https://www.macrotrends.net/stocks/charts/MFG/mizuho-financial/
NWG,NatWest Group,https://www.macrotrends.net/stocks/charts/NWG/natwest-group/,natwest-group,Banks - Foreign,United Kingdom,<a href='https://www.macrotrends.net/stocks/charts/NWG/natwest-group/stock-price-history'>NatWest Group (NWG)</a>,https://www.macrotrends.net/stocks/charts/NWG/natwest-group/
BBDO,Banco Bradesco SA,https://www.macrotrends.net/stocks/charts/BBDO/banco-bradesco-sa/,banco-bradesco-sa,Banks - Foreign,Brazil,<a href='https://www.macrotrends.net/stocks/charts/BBDO/banco-bradesco-sa/stock-price-history'>Banco Bradesco SA (BBDO)</a>,https://www.macrotrends.net/stocks/charts/BBDO/banco-bradesco-sa/
CS,Credit Suisse Group,https://www.macrotrends.net/stocks/charts/CS/credit-suisse-group/,credit-suisse-group,Banks - Foreign,Switzerland,<a href='https://www.macrotrends.net/stocks/charts/CS/credit-suisse-group/stock-price-history'>Credit Suisse Group (CS)</a>,https://www.macrotrends.net/stocks/charts/CS/credit-suisse-group/
BSBR,Banco Santander Brasil SA,https://www.macrotrends.net/stocks/charts/BSBR/banco-santander-brasil-sa/,banco-santander-brasil-sa,Banks - Foreign,Brazil,<a href='https://www.macrotrends.net/stocks/charts/BSBR/banco-santander-brasil-sa/stock-price-history'>Banco Santander Brasil SA (BSBR)</a>,https://www.macrotrends.net/stocks/charts/BSBR/banco-santander-brasil-sa/
KB,KB Financial Group Inc,https://www.macrotrends.net/stocks/charts/KB/kb-financial-group-inc/,kb-financial-group-inc,Banks - Foreign,South Korea,<a href='https://www.macrotrends.net/stocks/charts/KB/kb-financial-group-inc/stock-price-history'>KB Financial Group Inc (KB)</a>,https://www.macrotrends.net/stocks/charts/KB/kb-financial-group-inc/
