date,ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,revenue,gross_prof,operating_income,ebitda,net_income,eps,shares_outstanding,total_assets,cash_on_hand,long_term_debt,total_liabilities,share_holder_equity,date_asdate,price_date,Close,price_date_asdate,days_between_financials_price
2019-03-31,TSLA,4541.0,3975.0,566.0,340.0,704.0,,1088.0,-522.0,-123.0,-645.0,23.0,-668.0,,-668.0,,-710.0,-14.0,-522.0,2595.0,2595.0,-0.2733,-0.2733,2329.119,1046.945,3836.85,464.908,,7677.822,9850.929,,347.88,7397.183,21234.7,28912.52,9242.8,9787.95,2686.525,14202.1,23444.9,0.174,-5923.305,-35.019,,5467.626,28912.52,-668.0,508.0,196.0,704.0,-100.0,-809.0,,274.0,-676.0,-640.0,-280.0,,-1.0,,,,-25.0,-306.0,-677.0,,-677.0,78.0,78.0,,-54.0,-653.0,-1594.0,208.0,,0.8307,0.6416,2.1021,12.4642,-11.4953,-11.4953,,-14.2039,-15.6353,0.1571,1.036,4.3374,20.7499,-12.2174,-13.0475,-2.3104,-4.3787,2.0987,-0.2466,-0.3545,4541.0,566.0,-522.0,-14.0,-710.0,-0.27,2595.0,28913.0,2329.0,9788.0,23445.0,5468.0,2019-03-31,2019-03-29,18.657333,2019-03-29,2 days
2019-03-31,DIS,14922.0,8376.0,6546.0,,2330.0,,3820.0,2726.0,4511.0,7237.0,1647.0,5590.0,,5590.0,21.0,5452.0,3554.0,2726.0,1530.0,1537.0,3.56,3.55,10108.0,14593.0,1445.0,,2723.0,34277.0,24859.0,4080.0,102042.0,18573.0,180065.0,214342.0,44376.0,37803.0,15513.0,65627.0,110003.0,53419.0,41212.0,-3786.0,,104339.0,214342.0,5590.0,828.0,-2900.0,-2072.0,692.0,-51.0,0.0,-728.0,315.0,3915.0,-1195.0,0.0,-9901.0,0.0,0.0,0.0,-251.0,-11347.0,13747.0,678.0,14425.0,46.0,46.0,-1310.0,-54.0,13107.0,5759.0,364.0,-1310.0,0.7724,0.266,0.5459,43.8681,18.2683,18.2683,,48.4989,36.5367,0.0696,5.7965,1.0225,88.0157,5.3575,243.3609,2.608,3.9327,58.5845,2.5116,1.7543000000000002,14922.0,6546.0,2726.0,3554.0,5452.0,3.55,1537.0,214342.0,10108.0,37803.0,110003.0,104339.0,2019-03-31,2019-03-29,111.029999,2019-03-29,2 days
2019-03-31,MRK,10816.0,3052.0,7764.0,1931.0,2425.0,,4356.0,3408.0,-341.0,3067.0,205.0,2862.0,,2862.0,,2915.0,4306.0,3408.0,2585.0,2603.0,1.13,1.12,8798.0,7608.0,5712.0,,3233.0,25351.0,13506.0,5621.0,29169.0,8707.0,57003.0,82354.0,18543.0,22721.0,11585.0,36141.0,54684.0,1788.0,44065.0,-5346.0,,27670.0,82354.0,2862.0,898.0,391.0,1289.0,,,,-2935.0,-2935.0,1336.0,-595.0,,,925.0,,925.0,38.0,368.0,4958.0,-4135.0,823.0,-917.0,-917.0,-1428.0,-92.0,-1614.0,110.0,93.0,-1428.0,1.3671,0.4509,0.9359,71.7826,31.5089,31.5089,,28.3561,26.9508,0.1313,0.5343,1.4217,63.3062,10.3433,-190.9273,3.4752,5.6796,10.7121,0.5133,0.2847,10816.0,7764.0,3408.0,4306.0,2915.0,1.12,2603.0,82354.0,8798.0,22721.0,54684.0,27670.0,2019-03-31,2019-03-29,79.360687,2019-03-29,2 days
2019-03-31,MKL,2472.488,1142.958,1329.53,,,-494.032,534.7,794.8301,-62.154,732.676,155.163,577.5131,,577.5131,,576.427,794.8301,794.8301,13.895,13.911,42.81,42.76,2764.405,7251.472,,,,10015.88,,17297.88,3928.436,2953.521,24720.85,34736.73,19605.08,3058.968,2106.331,5313.301,24918.38,3395.94,6338.874,61.168,,9818.346,34736.73,577.513,,-558.79,-558.79,,,,,,18.723,-10.801,,-9.4,329.659,34.401,364.06,-1.739,342.12,51.256,,51.256,-37.649,-37.649,,-13.676,-0.069,367.973,,,,0.2375,0.3116,,32.147,32.147,,29.6332,23.3136,0.0712,,,,5.882,9.8051,1.6625,4.4847,708.5989,1.3459,0.5695,2472.0,1330.0,795.0,795.0,576.0,42.76,14.0,34737.0,2764.0,3059.0,24918.0,9818.0,2019-03-31,2019-03-29,996.23999,2019-03-29,2 days
2019-03-31,LLY,5092.2,1138.7,3953.5,1230.5,1517.1,-136.9,3308.4,645.1006,86.0,731.1,170.0,561.1,,561.1,3680.5,4241.6,1001.601,645.1006,979.9,984.0,4.33,4.31,2137.1,5178.0,3055.2,2227.2,,12597.5,7780.0,2111.4,10497.4,1963.0,25409.3,38006.8,11236.1,13610.2,4930.2,24205.7,35441.8,607.1,4879.4,-5687.5,-3013.2,2565.0,38006.8,4241.6,356.5,-3572.5,-3216.0,,,,-714.3,-714.3,311.3,-203.7,,-6917.7,2.2,23.0,25.2,-582.5,-7678.7,3848.3,1850.4,5698.7,-3500.0,-3500.0,-637.2,-193.7,1367.8,-5961.8,75.8,-637.2,1.1212,0.8414,6.2242,77.6383,12.6684,12.6684,,14.3573,83.296,0.134,0.3727,0.9834,91.5164,21.8752,-7.0735,1.4763,3.4689,2.6421,0.3164,0.1093,5092.0,3954.0,645.0,1002.0,4242.0,4.31,984.0,38007.0,2137.0,13610.0,35442.0,2565.0,2019-03-31,2019-03-29,129.759995,2019-03-29,2 days
2019-03-31,WTM,433.6,58.5,375.1,,81.6,,91.9,283.2,-1.5,281.7,10.2,271.5,,271.5,0.7,284.4,298.0,286.9,3.14,3.14,89.64,89.64,132.2,66.6,,,,198.8,,2815.7,510.2,85.4,3430.9,3629.7,314.8,195.4,141.2,336.6,651.4,3.2,2542.3,-6.1,,2978.3,3629.7,272.2,11.1,-305.0,-293.9,-7.9,,19.8,-31.3,-19.4,-41.1,,,-9.6,-55.3,39.5,-15.8,-17.4,-42.8,91.7,,91.7,41.6,41.6,-30.8,3.0,105.5,21.9,,-30.8,,0.0616,0.0656,,65.3137,66.167,,64.9677,65.5904,0.1195,,,,9.1159,11.0004,7.48,8.5547,936.2779,-13.0892,-13.0892,434.0,375.0,283.0,298.0,284.0,89.64,3.0,3630.0,132.0,195.0,651.0,2978.0,2019-03-31,2019-03-29,925.47998,2019-03-29,2 days
2019-03-31,BRK.B,60678.0,13834.0,46844.0,,8414.0,-29629.0,17721.0,29123.0,-1476.0,27647.0,5915.0,21732.0,,21732.0,,21661.0,51862.0,49445.0,2461.372,2461.372,8.8,8.8,26139.0,53602.0,,,,79741.0,152995.0,330952.0,112486.0,62550.0,658983.0,738724.0,287258.0,,22023.0,78875.0,366133.0,8.0,342773.0,-4727.0,,372591.0,738724.0,21732.0,2417.0,-20021.0,-17604.0,-183.0,,,-1739.0,3449.0,7577.0,-3151.0,,-262.0,,-6934.0,-6934.0,146.0,-10201.0,699.0,-503.0,196.0,-1585.0,-1585.0,,-289.0,-1678.0,-4287.0,,,,,0.2609,,47.996,81.4875,,45.5635,35.6983,0.0821,,,,5.8327,8.3551,2.9418,5.8327,272.3139,3.0784,1.7982,60678.0,46844.0,29123.0,51862.0,21661.0,8.8,2461.0,738724.0,26139.0,,366133.0,372591.0,2019-03-31,,,,
2019-03-31,FAF,1303.581,,1303.581,,411.612,-690.766,,168.269,-26.599,141.67,31.866,109.804,,109.804,,109.575,206.667,168.269,112.703,113.224,0.97,0.97,1337.052,447.405,,,,1784.457,452.911,6544.417,1247.844,804.123,9065.931,11160.27,2396.123,,4278.097,4549.645,7279.732,0.001,1707.14,-94.257,,3880.536,11160.27,109.804,38.398,84.807,123.205,2.543,,-118.318,-112.894,-199.483,34.471,-27.374,,-0.225,,-128.884,-128.884,-134.117,-290.6,49.923,,49.923,-2.066,-2.066,-47.021,123.175,124.011,-130.077,19.597,-47.021,,,0.1884,,12.9082,12.9082,,10.8678,8.4057,0.1168,,,,2.8296,4.1708,0.9839,2.8296,34.6254,0.3044,0.0627,1304.0,1304.0,168.0,207.0,110.0,0.97,113.0,11160.0,1337.0,,7280.0,3881.0,2019-03-31,2019-03-29,51.5,2019-03-29,2 days
2019-03-31,BBVA,6892.034,,6892.034,,3062.117,,,3384.684,-1161.923,2222.76,634.9122,1587.848,,1587.848,,1322.071,,,7275.0,7275.0,0.1817,0.1817,163255.3,,,,,655065.9,11821.41,76468.88,9521.411,32186.3,129998.0,785064.9,603811.8,70834.16,49599.25,120433.4,724246.3,,,,,60818.68,785064.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538,2.8205,,,,,32.2512,19.1826,0.0088,,,,,3.0954,0.2023,1.2061,9.1581,0.0,,6892.0,6892.0,3385.0,,1322.0,0.18,7275.0,785065.0,163255.0,70834.0,724246.0,60819.0,2019-03-31,2019-03-29,5.73,2019-03-29,2 days
2019-03-31,AMC,1200.4,426.8,773.6,,,-449.0,807.3,-33.7,-90.8,-124.5,5.7,-130.2,,-130.2,,-130.2,85.9001,-33.7,103.783,103.783,-1.25,-1.25,195.2,193.8,,,162.6,551.6,2600.8,,4986.9,493.6997,12921.6,13473.2,1692.8,4854.7,749.8,10476.9,12169.7,1.0,-623.4,-19.4,,1303.5,13473.2,-130.2,119.6,66.5,186.1,68.3,,-76.7,-46.1,-54.5,1.4,-97.5,,,,-0.1,-0.1,-0.9,-98.5,-7.2,-3.8,-11.0,,,-21.8,-1.1,-33.9,-128.8,4.0,-21.8,0.3259,0.7883,3.7449,64.4452,-2.8074,-2.8074,,-10.3715,-10.8464,0.0891,,6.194,14.5302,-9.9885,3.5348,-0.9664,-2.1143,12.5526,0.0135,-0.926,1200.0,774.0,-34.0,86.0,-130.0,-1.25,104.0,13473.0,195.0,4855.0,12170.0,1304.0,2019-03-31,2019-03-29,14.85,2019-03-29,2 days
2019-03-31,FNF,1722.0,421.0,1301.0,,592.0,-389.0,1037.0,264.0,,264.0,65.0,199.0,,206.0,,206.0,320.0,276.0,273.0,277.0,0.75,0.74,1123.0,396.0,,,,1519.0,164.0,3493.0,3626.0,446.0,7729.0,9647.0,2282.0,837.0,709.0,2181.0,4882.0,,762.0,14.0,,4765.0,9647.0,206.0,44.0,-137.0,-93.0,12.0,,-106.0,-81.0,-117.0,-4.0,-22.0,,,268.0,-66.0,202.0,-86.0,94.0,,,,-17.0,-17.0,-88.0,-119.0,-224.0,-134.0,9.0,-88.0,,0.1494,0.1757,,15.331,16.0279,,15.331,11.9628,0.1785,,,,4.3232,18.086,2.1354,3.6773,17.3331,-0.0144,-0.0939,1722.0,1301.0,264.0,320.0,206.0,0.74,277.0,9647.0,1123.0,837.0,4882.0,4765.0,2019-03-31,2019-03-29,35.14423,2019-03-29,2 days
2019-03-31,UNH,60308.0,46320.0,13988.0,,,-8517.0,9156.0,4832.0,-400.0,4432.0,875.0,3557.0,,3557.0,,3467.0,5471.0,4832.0,958.0,975.0,3.62,3.56,15710.0,20457.0,,3697.0,2951.0,42815.0,8230.0,33553.0,68624.0,7975.0,118382.0,161197.0,58933.0,34419.0,8554.0,47813.0,106746.0,10.0,55472.0,-3758.0,,54451.0,161197.0,3557.0,639.0,419.0,1058.0,-1421.0,,1125.0,-1403.0,-1381.0,3234.0,-562.0,,-689.0,,-319.0,-319.0,154.0,-1416.0,1851.0,,1851.0,-2679.0,-2679.0,-860.0,1416.0,-272.0,1541.0,243.0,-860.0,0.7265,0.3873,0.7041,23.1943,8.0122,8.0122,,7.3489,5.7488,0.3741,,2.948,30.5288,6.5325,-25.097,2.2066,4.0025,57.1364,3.3169,2.7405,60308.0,13988.0,4832.0,5471.0,3467.0,3.56,975.0,161197.0,15710.0,34419.0,106746.0,54451.0,2019-03-31,2019-03-29,247.259995,2019-03-29,2 days
2019-03-31,HCI,60.634,36.669,23.965,,7.364,-2.981,14.682,9.283,,9.283,2.545,6.738,,6.738,,6.33,16.417,13.62,7.736,7.755,0.82,0.82,178.665,19.344,,,,198.009,13.584,377.792,4.649,124.202,535.3979,733.407,344.551,161.623,36.907,201.816,546.367,,186.396,0.541,,187.04,733.407,6.738,2.797,-2.044,0.753,17.386,,-13.808,-2.874,3.104,10.595,-0.634,,,41.221,-25.298,15.923,,15.289,-82.318,,-82.318,-1.356,-1.356,-3.313,-0.382,-87.369,-61.493,1.459,-3.313,,0.4636,0.9069,,15.3099,22.4627,,15.3099,10.4397,0.0827,,,,3.6024,3.6943,0.9187,1.9325,22.3732,1.3662,1.2845,61.0,24.0,9.0,16.0,6.0,0.82,8.0,733.0,179.0,162.0,546.0,187.0,2019-03-31,2019-03-29,42.73,2019-03-29,2 days
2019-03-31,SNAP,320.426,203.767,116.659,216.185,216.535,,432.72,-316.061,5.933,-310.128,0.279,-310.407,,-310.407,,-310.407,-292.742,-316.061,1340.615,1340.615,-0.23,-0.23,1208.732,282.407,,41.701,,1532.84,195.302,,744.982,68.133,1292.903,2825.743,322.904,,7.669,336.962,659.866,0.014,-6222.677,-0.068,,2165.877,2825.743,-310.407,23.319,160.373,183.692,71.87,,3.09,-0.1,60.537,-66.178,-11.814,,,-66.893,-2.25,-69.143,0.029,-80.928,,,,5.596,5.596,,,5.596,-141.51,162.556,,4.747,,,36.4075,-98.6378,-98.6378,,-96.7862,-96.8732,0.1134,,1.1346,79.3214,-14.3317,-21.8459,-10.985,-14.3317,1.6225,-0.0494,-0.0582,320.0,117.0,-316.0,-293.0,-310.0,-0.23,1341.0,2826.0,1209.0,,660.0,2166.0,2019-03-31,2019-03-29,11.02,2019-03-29,2 days
2019-03-31,PG,16462.0,8427.0,8035.0,,4806.0,,4806.0,3229.0,49.0,3278.0,502.0,2776.0,,2776.0,,2681.0,3940.0,3229.0,2509.1,2637.7,1.07,1.04,9823.0,5198.0,5358.0,1933.0,,22312.0,20993.0,,72589.0,5779.0,99361.0,121673.0,28370.0,21359.0,9441.0,37751.0,66121.0,4009.0,102103.0,-14968.0,-1145.0,55552.0,121673.0,2776.0,711.0,57.0,768.0,-151.0,-70.0,0.0,-167.0,-88.0,3517.0,-748.0,0.0,-95.0,1417.0,-1.0,1416.0,0.0,573.0,-24.0,-3038.0,-3062.0,-1250.0,-1250.0,-1858.0,1104.0,-5066.0,-958.0,118.0,-1858.0,0.7865,0.2777,0.5449,48.8094,19.6149,19.6149,,19.9125,16.286,0.1353,1.5728,3.167,28.4182,5.0825,-16.294,2.2815,3.6094,22.1499,1.3173,1.0374,16462.0,8035.0,3229.0,3940.0,2681.0,1.04,2638.0,121673.0,9823.0,21359.0,66121.0,55552.0,2019-03-31,2019-03-29,104.050003,2019-03-29,2 days
2019-03-31,AAPL,58015.0,36194.0,21821.0,3948.0,4458.0,,8406.0,13415.0,378.0,13793.0,2232.0,11561.0,,11561.0,,11561.0,16455.0,13415.0,18696.28,18802.58,0.6175,0.615,80092.0,26278.0,4884.0,,12092.0,123346.0,38746.0,145319.0,,34587.0,218652.0,341998.0,93772.0,90201.0,52165.0,142366.0,236138.0,42801.0,64558.0,-1499.0,,105860.0,341998.0,11561.0,3040.0,1176.0,4216.0,2964.0,70.0,-11523.0,3867.0,-4622.0,11155.0,-2363.0,0.0,-124.0,15812.0,-63.0,15749.0,86.0,13348.0,-2500.0,-42.0,-2542.0,-23312.0,-23312.0,-3443.0,-160.0,-29457.0,-4954.0,1514.0,-3443.0,1.3154,0.4601,1.064,37.6127,23.1233,23.1233,,23.7749,19.9276,0.1696,7.4107,2.2077,40.7657,10.921,10.921,3.3804,5.8966,5.7442,0.6149,0.4864,58015.0,21821.0,13415.0,16455.0,11561.0,0.62,18803.0,341998.0,80092.0,90201.0,236138.0,105860.0,2019-03-31,2019-03-29,47.487499,2019-03-29,2 days
2019-03-31,XOM,63625.0,51176.0,12449.0,280.0,2770.0,,8160.0,4289.0,,4289.0,1883.0,2406.0,,2406.0,,2350.0,9041.0,4470.0,4270.0,4270.0,0.55,0.55,4586.0,,18332.0,,1553.0,51576.0,248563.0,42068.0,,13982.0,304613.0,356189.0,66632.0,19031.0,25167.0,91536.0,158168.0,15476.0,420498.0,-18782.0,,198021.0,356189.0,2406.0,4571.0,,4571.0,,,,2257.0,2257.0,8338.0,-5199.0,,107.0,,-910.0,-910.0,209.0,-5793.0,,2999.0,2999.0,-421.0,-421.0,-3548.0,-74.0,-1044.0,1544.0,,-3548.0,0.774,0.0877,0.2062,19.5662,6.7411,7.0255,,6.7411,3.6935,0.1786,2.7916,,,1.215,1.215,0.6755,1.1085,46.8024,1.9527,0.7351,63625.0,12449.0,4289.0,9041.0,2350.0,0.55,4270.0,356189.0,4586.0,19031.0,158168.0,198021.0,2019-03-31,2019-03-29,80.800003,2019-03-29,2 days
2019-03-31,HSBC,6967.0,,6967.0,,,,,6967.0,,6213.0,1303.0,4910.0,,4910.0,,4134.0,,,4007.2,4007.2,1.05,1.05,703498.0,,,,,1780358.0,,622873.0,,255765.0,878638.0,2658996.0,1840595.0,99038.0,523035.0,622073.0,2462668.0,,,,,196328.0,2658996.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3353,2.6348,,,,,43.0412,28.6387,0.0054,,,,,2.5009,0.1847,1.6623,,0.0,,6967.0,6967.0,6967.0,,4134.0,1.05,4007.0,2658996.0,703498.0,99038.0,2462668.0,196328.0,2019-03-31,2019-03-29,40.580002,2019-03-29,2 days
2019-03-31,GSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9978.0,6419.0,1860.0,3401.0,1081.0,0.54,1991.0,81230.0,5675.0,30406.0,76840.0,4391.0,2019-03-31,2019-03-29,41.790001,2019-03-29,2 days
2019-03-31,MA,3889.0,,3889.0,,1559.0,,,2213.0,-10.0,2203.0,341.0,1862.0,,1862.0,,1862.0,2675.0,2213.0,1026.0,1032.0,1.81,1.8,7836.0,2577.0,,1513.0,2470.0,14396.0,1305.0,,3969.0,3346.0,9124.0,23520.0,10246.0,5799.0,2151.0,8084.0,18330.0,,28806.0,-673.0,,5190.0,23520.0,1862.0,462.0,100.0,562.0,-320.0,,-22.0,-288.0,-1113.0,1312.0,-142.0,,,,366.0,366.0,-11.0,213.0,,,,-1770.0,-1770.0,-340.0,-113.0,-2223.0,-752.0,57.0,-340.0,1.405,0.5277,1.2137,100.0,56.9041,56.9041,,56.647,47.8786,0.1653,,1.5091,59.6374,35.8767,152.4979,7.9167,16.9442,5.0684,1.2713,1.1337,3889.0,3889.0,2213.0,2675.0,1862.0,1.8,1032.0,23520.0,7836.0,5799.0,18330.0,5190.0,2019-03-31,2019-03-29,235.449997,2019-03-29,2 days
2019-03-31,PFE,13118.0,2433.0,10685.0,1703.0,3339.0,,6271.0,4414.0,-92.0,4323.0,433.0,3890.0,,3889.0,,3884.0,5959.0,4414.0,5635.0,5750.0,0.69,0.68,11619.0,9599.0,8029.0,,12444.0,45290.0,13467.0,2859.0,87526.0,4333.0,110131.0,155421.0,29423.0,35733.0,21058.0,66839.0,96263.0,468.0,93388.0,-10923.0,,59158.0,155421.0,3889.0,1545.0,-238.0,1307.0,,,,-3498.0,-3498.0,1698.0,-460.0,-158.0,,8140.0,-40.0,8100.0,67.0,7550.0,1938.0,875.0,2813.0,-8739.0,-8739.0,-2045.0,-495.0,-8467.0,792.0,185.0,-2045.0,1.5393,0.3766,0.7631,81.453,33.6484,33.6484,,32.9547,29.6082,0.0844,0.303,1.3666,65.8568,6.576,-13.7091,2.5022,4.0984,10.6476,0.2953,0.2153,13118.0,10685.0,4414.0,5959.0,3884.0,0.68,5750.0,155421.0,11619.0,35733.0,96263.0,59158.0,2019-03-31,2019-03-29,40.294117,2019-03-29,2 days
2019-03-31,SAN,20084.35,6358.208,13726.14,,6212.826,,7061.272,6664.875,-2573.723,4091.152,1541.281,2549.871,,2549.871,,1921.774,,,17183.57,17226.69,0.1073,0.1073,315275.4,,,,,315275.4,37760.81,1270675.0,33067.68,27535.2,1395411.0,1710686.0,161760.6,1376568.0,40094.88,1423573.0,1585334.0,9220.425,75174.06,-23842.71,-6194.654,125352.6,1710686.0,2549.871,848.4426,5091.792,5940.234,,,,-19082.57,-19082.57,-10782.15,-1436.787,-248.7402,13.6296,,239.6538,239.6538,1911.551,479.3076,,,,48.8394,48.8394,-1198.269,-2037.625,-3187.055,-11543.14,,-1198.269,,0.9165,11.5977,,,,,29.8055,14.0008,0.008,,,,2.0342,2.763,0.1491,0.1698,7.2916,-0.6259,-0.7093,20084.0,13726.0,6665.0,,1922.0,0.11,17227.0,1710686.0,315275.0,1376568.0,1585334.0,125353.0,2019-03-31,2019-03-29,4.63,2019-03-29,2 days
2019-03-31,UVE,236.586,113.094,123.492,,69.748,,69.748,53.744,,53.744,13.596,40.148,,40.148,,40.145,53.744,53.744,34.741,35.206,1.16,1.14,187.696,438.74,,,,626.436,40.102,918.273,,15.357,1071.433,1697.869,1100.605,11.029,41.002,58.214,1158.819,0.467,587.797,3.974,,539.05,1697.869,0.0,,,,,,,,,31.451,-6.36,,,12.547,-0.734,11.813,,5.453,-0.368,,-0.368,-9.878,-9.878,-5.623,-2.402,-18.271,18.633,,-5.62,,0.02,0.1008,,22.7165,22.7165,,22.7165,16.9685,0.1393,,,,7.4479,7.4479,2.3646,7.2986,15.5696,0.8933,0.7127,237.0,123.0,54.0,54.0,40.0,1.14,35.0,1698.0,188.0,11.0,1159.0,539.0,2019-03-31,2019-03-29,31.0,2019-03-29,2 days
2019-03-31,BRK.A,60678.0,13834.0,46844.0,,8414.0,-29629.0,17721.0,29123.0,-1476.0,27647.0,5915.0,21732.0,,21732.0,,21661.0,51862.0,49445.0,2461.372,2461.372,8.8,8.8,26139.0,53602.0,,,,79741.0,152995.0,330952.0,112486.0,62550.0,658983.0,738724.0,287258.0,,22023.0,78875.0,366133.0,8.0,342773.0,-4727.0,,372591.0,738724.0,21732.0,2417.0,-20021.0,-17604.0,-183.0,,,-1739.0,3449.0,7577.0,-3151.0,,-262.0,,-6934.0,-6934.0,146.0,-10201.0,699.0,-503.0,196.0,-1585.0,-1585.0,,-289.0,-1678.0,-4287.0,,,,,0.2609,,47.996,81.4875,,45.5635,35.6983,0.0821,,,,5.8327,8.3551,2.9418,5.8327,272.3139,3.0784,1.7982,60678.0,46844.0,29123.0,51862.0,21661.0,8.8,2461.0,738724.0,26139.0,,366133.0,372591.0,2019-03-31,,,,
2019-03-31,QCOM,4982.0,2179.0,2803.0,1308.0,573.0,18.0,1863.0,940.0,-134.0,806.0,143.0,663.0,,663.0,,663.0,1338.0,940.0,1213.0,1217.0,0.55,0.55,10330.0,3638.0,1725.0,,631.0,16324.0,2945.0,,8809.0,2113.0,17699.0,34023.0,10517.0,15405.0,1056.0,19640.0,30157.0,384.0,3309.0,173.0,,3866.0,34023.0,663.0,398.0,-215.0,183.0,-215.0,-31.0,230.0,113.0,-52.0,794.0,-170.0,0.0,-62.0,0.0,61.0,61.0,62.0,-109.0,0.0,0.0,0.0,149.0,149.0,-752.0,-41.0,-644.0,69.0,222.0,-752.0,1.5522,0.7994,4.2429,56.2626,18.8679,18.8679,,16.1782,13.3079,0.1464,1.2632,1.3694,65.7206,17.1495,-13.4129,1.9487,3.4404,3.1845,0.6538,0.5136000000000001,4982.0,2803.0,940.0,1338.0,663.0,0.55,1217.0,34023.0,10330.0,15405.0,30157.0,3866.0,2019-03-31,2019-03-29,57.029999,2019-03-29,2 days
2019-03-31,RLI,263.82,165.589,98.231,,3.276,-16.667,19.943,78.288,3.453,81.741,16.268,65.473,,65.473,,65.473,78.288,78.288,44.536,44.887,1.47,1.46,25.181,574.872,,,,600.053,54.121,2394.227,54.432,51.149,2636.822,3236.875,2004.851,149.162,148.485,337.319,2342.17,0.675,963.749,14.729,,894.705,3236.875,0.0,,,,,,,,,30.787,-1.51,,,-32.537,9.192,-23.345,-3.98,-28.835,,,,2.886,2.886,-9.797,,-6.911,-4.959,,-9.797,,0.1429,0.1667,,29.6748,29.6748,,30.9836,24.8173,0.0815,,,,7.3178,7.7919,2.0227,6.2722,20.0813,0.6859,0.6522,264.0,98.0,78.0,78.0,65.0,1.46,45.0,3237.0,25.0,149.0,2342.0,895.0,2019-03-31,2019-03-29,71.75,2019-03-29,2 days
2019-03-31,JNJ,20021.0,6615.0,13406.0,2858.0,5219.0,22.0,8984.0,4422.0,,4422.0,673.0,3749.0,,3749.0,,3749.0,6384.0,4623.0,2660.8,2698.8,1.41,1.39,15336.0,14115.0,9086.0,2599.0,851.0,41987.0,17000.0,,78348.0,5159.0,108040.0,150027.0,29111.0,27660.0,17002.0,61961.0,91072.0,3120.0,106650.0,-15517.0,,58955.0,150027.0,3749.0,1761.0,737.0,2498.0,154.0,-369.0,,-656.0,-2704.0,3543.0,-403.0,,-1683.0,,765.0,765.0,-96.0,-1417.0,-1002.0,-3.0,-1005.0,-2112.0,-2112.0,-2396.0,-3.0,-5516.0,-3373.0,258.0,-2396.0,1.4423,0.3193,0.4981,66.9597,22.0868,23.0908,,22.0868,18.7253,0.1334,0.728,1.4184,63.4509,6.3591,-19.3317,2.4989,4.3284,22.2,1.3128,1.1635,20021.0,13406.0,4422.0,6384.0,3749.0,1.39,2699.0,150027.0,15336.0,27660.0,91072.0,58955.0,2019-03-31,2019-03-29,139.789993,2019-03-29,2 days
