date,ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,revenue,gross_prof,operating_income,ebitda,net_income,eps,shares_outstanding,total_assets,cash_on_hand,long_term_debt,total_liabilities,share_holder_equity,date_asdate,price_date,Close,price_date_asdate,days_between_financials_price
2009-06-30,SAN,13176.95,,13176.95,,8306.08,,,4319.219,,4319.21,856.76,3462.45,,3308.298,-8.172,3300.126,,,9162.401,9162.401,0.3589,0.3589,141954.0,,,,,1182092.0,,98343.62,46654.64,237226.1,382224.3,1564317.0,882270.3,350768.0,240229.5,594652.0,1476922.0,5554.64,87879.96,,-6038.18,87396.42,1564317.0,6444.25,1068.87,0.0,1068.87,0.0,0.0,0.0,0.0,-22152.9,-5527.14,-689.24,0.0,0.0,0.0,0.0,-22.84,5058.04,4345.95,0.0,0.0,3035.54,0.0,0.0,-4224.8,-21.75,-1211.01,752.85,0.0,0.0,,0.8005,4.0135,,,,,31.2506,23.8772,0.0088,,,,3.7854,8.1204,0.2115,0.755,,-0.6032000000000001,-0.6785,13177.0,13177.0,4319.0,,3300.0,0.36,9162.0,1564317.0,141954.0,350768.0,1476922.0,87396.0,2009-06-30,2009-06-30,12.1,2009-06-30,0 days
2009-06-30,MA,1280.0,,1280.0,,687.0,,,557.0,-21.0,536.0,187.0,349.0,,349.0,,349.0,617.0,557.0,1300.0,1300.0,0.267,0.267,2653.597,545.255,,284.647,943.939,4690.202,456.75,223.91,697.709,413.201,2293.731,6983.933,2981.612,20.564,1234.048,1328.28,4309.892,0.014,440.901,128.797,,2674.041,6983.933,349.0,60.0,32.0,92.0,8.0,0.0,2.0,-141.0,-80.0,362.0,-35.0,0.0,3.0,0.0,-3.0,-3.0,-3.0,-38.0,0.0,0.0,0.0,1.0,1.0,-19.0,18.0,0.0,370.0,26.0,-19.0,1.573,0.0076,0.0077,100.0,43.5156,43.5156,,41.875,27.2656,0.1833,,2.3475,38.3383,13.0514,17.659,4.9972,12.9518,2.0626,0.2785,0.2515,1280.0,1280.0,557.0,617.0,349.0,0.27,1300.0,6984.0,2654.0,21.0,4310.0,2674.0,2009-06-30,2009-06-30,16.731001,2009-06-30,0 days
2009-06-30,BRK.A,29607.0,6387.0,23220.0,,2073.0,-15083.0,17156.0,6064.0,-1273.0,4791.0,1520.0,3271.0,,3384.0,,3295.0,6842.0,6064.0,2329.138,2329.138,1.4147,1.4147,24511.0,29409.0,,,,53920.0,47003.0,112327.0,33922.0,28474.0,221726.0,275646.0,133436.0,,12299.0,23373.0,156809.0,27089.0,79933.0,7505.0,,118837.0,275646.0,3384.0,778.0,56.0,834.0,451.0,0.0,0.0,-2450.0,-1363.0,2855.0,-1260.0,0.0,309.0,0.0,-388.0,-388.0,-2875.0,-4214.0,902.0,-340.0,562.0,0.0,0.0,0.0,-411.0,151.0,-1040.0,0.0,0.0,,,0.3264,,20.4816,20.4816,,16.182,11.1291,0.1074,,,,2.8476,3.9852,1.2277,2.8476,149.584,1.2229,0.6827000000000001,29607.0,23220.0,6064.0,6842.0,3295.0,1.42,2329.0,275646.0,24511.0,,156809.0,118837.0,2009-06-30,,,,
2009-06-30,NVO,2379.183,477.36,1901.823,338.18,814.27,,1152.45,749.373,-37.67,710.38,163.32,547.06,0.0,547.353,0.0,547.353,749.373,749.373,3015.12,3015.12,0.182,0.18,1820.58,1326.75,1810.71,,479.01,5437.06,,31.09,166.62,34.56,504.6,9372.89,2281.67,179.05,246.36,856.87,3138.56,113.39,6103.19,,21.39,6234.32,9372.89,568.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-281.43,509.77,-105.14,0.0,0.0,0.0,0.0,0.0,1.15,-103.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-287.49,120.76,0.0,0.0,2.3829,0.0279,0.042,79.8808,31.4971,31.4971,,29.8582,23.0059,0.2538,0.2636,1.7932,50.1884,8.7797,9.0208,5.8397,8.5346,,0.1728,0.1376,2379.0,1902.0,749.0,749.0,547.0,0.18,3015.0,9373.0,1821.0,179.0,3139.0,6234.0,2009-06-30,2009-06-30,10.892,2009-06-30,0 days
2009-06-30,MSFT,13099.0,2586.0,10513.0,2225.0,4301.0,,6526.0,3987.0,155.0,4142.0,1097.0,3045.0,,3045.0,,3045.0,4668.0,3987.0,8945.0,8996.0,0.35,0.34,31447.0,11192.0,717.0,,3711.0,49280.0,7535.0,4933.0,14262.0,1599.0,28608.0,77888.0,27034.0,3746.0,6269.0,11296.0,38330.0,62382.0,-22824.0,,,39558.0,77888.0,3045.0,681.0,2720.0,3401.0,-1820.0,255.0,-671.0,-369.0,-2605.0,3841.0,-867.0,0.0,-41.0,0.0,-7099.0,-7099.0,150.0,-7857.0,4240.0,-489.0,3751.0,121.0,121.0,-1158.0,-15.0,2699.0,-1209.0,416.0,-1158.0,1.8229,0.0865,0.1453,80.258,30.4374,30.4374,,31.6207,23.2461,0.1682,3.6067,1.1704,76.8975,7.6976,12.0375,3.9095,7.0317,4.4407,0.4096,0.3158,13099.0,10513.0,3987.0,4668.0,3045.0,0.34,8996.0,77888.0,31447.0,3746.0,38330.0,39558.0,2009-06-30,2009-06-30,23.77,2009-06-30,0 days
2009-06-30,BRK.B,29607.0,6387.0,23220.0,,2073.0,-15083.0,17156.0,6064.0,-1273.0,4791.0,1520.0,3271.0,,3384.0,,3295.0,6842.0,6064.0,2329.138,2329.138,1.4147,1.4147,24511.0,29409.0,,,,53920.0,47003.0,112327.0,33922.0,28474.0,221726.0,275646.0,133436.0,,12299.0,23373.0,156809.0,27089.0,79933.0,7505.0,,118837.0,275646.0,3384.0,778.0,56.0,834.0,451.0,0.0,0.0,-2450.0,-1363.0,2855.0,-1260.0,0.0,309.0,0.0,-388.0,-388.0,-2875.0,-4214.0,902.0,-340.0,562.0,0.0,0.0,0.0,-411.0,151.0,-1040.0,0.0,0.0,,,0.3264,,20.4816,20.4816,,16.182,11.1291,0.1074,,,,2.8476,3.9852,1.2277,2.8476,149.584,1.2229,0.6827000000000001,29607.0,23220.0,6064.0,6842.0,3295.0,1.42,2329.0,275646.0,24511.0,,156809.0,118837.0,2009-06-30,,,,
2009-06-30,PFE,10984.0,1756.0,9228.0,1695.0,3350.0,,6107.0,3121.0,-72.0,3049.0,786.0,2263.0,,2263.0,3.0,2261.0,4127.0,3121.0,6728.0,6752.0,0.34,0.34,49647.0,10446.0,4993.0,5310.0,219.0,71550.0,13194.0,12576.0,38405.0,3614.0,67789.0,139339.0,26109.0,31864.0,10014.0,49995.0,76104.0,443.0,51965.0,-2079.0,-304.0,63235.0,139339.0,2266.0,1006.0,590.0,1596.0,0.0,0.0,0.0,652.0,652.0,4514.0,-269.0,0.0,0.0,-13636.0,771.0,-12865.0,161.0,-12973.0,9999.0,587.0,10586.0,0.0,0.0,-1067.0,-111.0,9408.0,997.0,98.0,-1067.0,2.7404,0.3351,0.6248,84.0131,28.4141,28.4141,,27.7586,20.5845,0.0788,0.3517,1.0515,85.5918,3.5825,9.114,1.6241,2.3796,9.3693,0.6686000000000001,0.6287,10984.0,9228.0,3121.0,4127.0,2261.0,0.34,6752.0,139339.0,49647.0,31864.0,76104.0,63235.0,2009-06-30,2009-06-30,14.231499,2009-06-30,0 days
2009-06-30,UNH,21655.0,16929.0,4726.0,,,-3037.0,3286.0,1440.0,-139.0,1301.0,442.0,859.0,,859.0,,859.0,1689.0,1440.0,1170.0,1180.0,0.73,0.73,8155.0,4226.0,,758.0,2224.0,15684.0,2080.0,13163.0,22755.0,2208.0,40206.0,55890.0,19652.0,10707.0,2296.0,14693.0,34345.0,11.0,21440.0,94.0,,21545.0,55890.0,859.0,249.0,212.0,461.0,-383.0,0.0,266.0,-222.0,-828.0,492.0,-151.0,0.0,-400.0,0.0,217.0,217.0,0.0,-334.0,0.0,0.0,0.0,-805.0,-805.0,-36.0,43.0,-798.0,-640.0,85.0,-36.0,0.7981,0.332,0.5439,21.8241,6.6497,6.6497,,6.0079,3.9668,0.3875,,5.1242,17.5636,3.987,-70.9917,1.5369,2.6634,18.7185,0.4403,0.309,21655.0,4726.0,1440.0,1689.0,859.0,0.73,1180.0,55890.0,8155.0,10707.0,34345.0,21545.0,2009-06-30,2009-06-30,24.98,2009-06-30,0 days
2009-06-30,PG,18084.0,9216.0,8868.0,,5488.0,,5488.0,3380.0,-312.0,3068.0,745.0,2323.0,,2323.0,148.0,2471.0,4234.0,3380.0,2952.2,3154.1,0.83,0.81,4781.0,5836.0,6880.0,3199.0,,21905.0,19462.0,,89118.0,4348.0,112928.0,134833.0,30901.0,20652.0,9146.0,40550.0,71451.0,4007.0,57309.0,-3358.0,-1340.0,63382.0,134833.0,2471.0,854.0,641.0,1495.0,166.0,1034.0,0.0,-501.0,970.0,4996.0,-1089.0,0.0,-53.0,0.0,50.0,50.0,0.0,-1092.0,-397.0,-1976.0,-2373.0,-588.0,-588.0,-1336.0,681.0,-3616.0,347.0,148.0,-1336.0,0.7089,0.2458,0.5833,49.0378,18.6906,18.6906,,16.9653,13.664,0.1341,1.3395,3.0987,29.0445,3.7433,-9.0263,1.7229,2.7644,21.7285,1.5338,1.1939,18084.0,8868.0,3380.0,4234.0,2471.0,0.81,3154.0,134833.0,4781.0,20652.0,71451.0,63382.0,2009-06-30,2009-06-30,51.099998,2009-06-30,0 days
2009-06-30,QCOM,2753.0,864.0,1889.0,618.0,377.0,,995.0,894.0,90.0,984.0,247.0,737.0,,737.0,,737.0,1048.0,894.0,1656.0,1675.0,0.45,0.44,9880.0,943.0,375.0,,247.0,11731.0,2311.0,5801.0,4650.0,398.0,13982.0,25713.0,2372.0,,1102.0,4630.0,7002.0,,10716.0,7.0,,18711.0,25713.0,738.0,154.0,180.0,334.0,-133.0,30.0,95.0,-4.0,15.0,1087.0,-149.0,0.0,0.0,0.0,-1063.0,-1063.0,32.0,-1180.0,0.0,0.0,0.0,175.0,175.0,-282.0,25.0,-82.0,-171.0,151.0,-282.0,4.9456,,,68.6161,32.4737,32.4737,,35.7428,26.7708,0.1071,2.304,2.9194,30.8282,3.9389,5.2414,2.8663,3.9389,11.2785,0.6076,0.5227,2753.0,1889.0,894.0,1048.0,737.0,0.44,1675.0,25713.0,9880.0,,7002.0,18711.0,2009-06-30,2009-06-30,45.200001,2009-06-30,0 days
2009-06-30,AMD,1184.0,743.0,441.0,425.0,247.0,,690.0,-249.0,-96.0,-345.0,-10.0,-335.0,,-335.0,,-330.0,6.0,-249.0,667.0,667.0,-0.49,-0.49,2514.0,366.0,493.0,302.0,,3713.0,4042.0,,456.0,472.0,4970.0,8683.0,2022.0,5243.0,577.0,7126.0,9148.0,7.0,-6997.0,127.0,,-465.0,8683.0,-335.0,255.0,65.0,320.0,-108.0,46.0,0.0,-36.0,-129.0,-144.0,-112.0,0.0,0.0,0.0,-207.0,-207.0,2.0,-317.0,33.0,0.0,33.0,0.0,0.0,0.0,5.0,38.0,-423.0,19.0,0.0,1.8363,1.0973,-12.0882,37.2466,-21.0304,-21.0304,,-29.1385,-27.8716,0.1364,1.5071,3.235,27.821,72.043,36.3735,-3.8581,-7.0113,-0.6961,-0.17750000000000002,-0.3372,1184.0,441.0,-249.0,6.0,-330.0,-0.49,667.0,8683.0,2514.0,5243.0,9148.0,-465.0,2009-06-30,2009-06-30,3.87,2009-06-30,0 days
2009-06-30,KFS,298.009,246.07,51.939,,87.48,0.0,92.39,-40.451,-13.24,-53.71,-15.34,-38.37,0.0,-38.377,0.0,-38.377,-33.751,-40.451,13.767,13.773,-2.8,-2.8,154.7,526.74,,,,681.44,,2170.9,58.45,63.96,2401.21,3139.94,2038.16,272.4,462.22,734.62,2772.79,322.34,0.07,,36.06,367.14,3139.94,-38.38,6.7,0.0,6.7,0.0,0.0,0.0,0.0,-37.52,-73.81,1.24,0.0,1.94,0.0,0.0,13.25,-9.15,7.28,0.0,2.5700000000000003,0.0,0.0,-2.12,0.87,0.0,1.33,-65.19,0.0,0.0,,0.4259,0.9413,,-13.5738,-13.5738,,-18.023,-12.8778,0.0949,,,,-10.453,-12.4318,-1.2222,-6.0007,,-5.3611,-5.2712,298.0,52.0,-40.0,-34.0,-38.0,-2.8,14.0,3140.0,155.0,272.0,2773.0,367.0,2009-06-30,2009-06-30,11.48,2009-06-30,0 days
2009-06-30,JNJ,15239.0,4450.0,10789.0,1638.0,4797.0,-6.0,6526.0,4263.0,,4263.0,1055.0,3208.0,,3208.0,,3208.0,5077.0,4398.0,2756.2,2782.0,1.16,1.15,14716.0,10133.0,5472.0,2719.0,,35494.0,14502.0,18.0,28872.0,2682.0,51944.0,87438.0,19886.0,8179.0,4275.0,21305.0,41191.0,3120.0,67408.0,-4481.0,,46247.0,87438.0,3208.0,679.0,-385.0,294.0,-109.0,-3.0,0.0,-285.0,-139.0,3363.0,-561.0,0.0,0.0,0.0,-1724.0,-1724.0,-18.0,-2303.0,0.0,-468.0,-468.0,-242.0,-242.0,-1350.0,0.0,-2060.0,-903.0,182.0,-1350.0,1.7849,0.1503,0.2944,70.7986,27.9743,28.8602,,27.9743,21.0513,0.1743,0.8132,1.5039,59.8445,6.9367,18.4633,3.6689,5.8942,16.7906,1.2117,1.0096,15239.0,10789.0,4263.0,5077.0,3208.0,1.15,2782.0,87438.0,14716.0,8179.0,41191.0,46247.0,2009-06-30,2009-06-30,56.799999,2009-06-30,0 days
2009-06-30,BA,17154.0,13764.0,3390.0,960.0,925.0,67.0,1861.0,1529.0,-33.0,1496.0,499.0,997.0,,997.0,1.0,998.0,1955.0,1572.0,705.1,707.4,1.42,1.41,4770.0,7051.0,17200.0,,,30120.0,8808.0,1188.0,6415.0,7302.0,27592.0,57712.0,31272.0,8700.0,1517.0,26106.0,57378.0,5061.0,23668.0,-13120.0,-1249.0,334.0,57712.0,998.0,383.0,110.0,493.0,-346.0,-1511.0,160.0,389.0,-490.0,1001.0,-296.0,0.0,-17.0,0.0,65.0,65.0,0.0,-248.0,-147.0,16.0,-131.0,7.0,7.0,-305.0,-2.0,-431.0,362.0,61.0,-305.0,0.9632,0.963,27.2934,19.7622,8.9134,9.164,,8.721,5.8179,0.2972,0.8002,2.4328,36.9937,298.503,-16.3953,1.7275,11.0361,0.479,1.4151,0.9967,17154.0,3390.0,1529.0,1955.0,998.0,1.41,707.0,57712.0,4770.0,8700.0,57378.0,334.0,2009-06-30,2009-06-30,42.5,2009-06-30,0 days
2009-06-30,JPM,29502.0,3879.0,25623.0,,21143.0,,21408.0,4215.0,-143.0,4072.0,1351.0,2721.0,,2721.0,,1072.0,,,3811.5,3824.1,0.28,0.28,641811.0,,,,,1354642.0,10668.0,474826.0,67970.0,118536.0,672000.0,2026642.0,1505024.0,345907.0,,366852.0,1871876.0,4105.0,56355.0,-3438.0,-86.0,154766.0,2026642.0,2721.0,1063.0,7498.0,8561.0,-2954.0,50653.0,0.0,-16308.0,37634.0,52503.0,0.0,0.0,73.0,17194.0,-9153.0,8041.0,24525.0,32639.0,4089.0,-8714.0,-4625.0,5756.0,-19244.0,-849.0,-62221.0,-86939.0,-1548.0,884.0,-849.0,,0.6909,5.2516,,,,,23.1469,6.0937,0.0087,,,,1.8559,3.1349,0.1343,0.5435,39.4395,13.4986,13.4986,29502.0,25623.0,4215.0,,1072.0,0.28,3824.0,2026642.0,641811.0,345907.0,1871876.0,154766.0,2009-06-30,2009-06-30,34.110001,2009-06-30,0 days
2009-06-30,UVE,47.5493,24.5062,23.0432,,10.5992,,10.5992,12.444,,12.444,4.8054,7.6386,,7.6386,,7.6317,12.8073,12.444,37.6172,40.5297,0.2,0.19,168.1434,309.8872,,,,478.0306,1.0652,212.7283,,8.4909,236.0182,714.0489,548.6217,25.0,21.7353,46.7353,595.3571,0.4023,82.9306,8.2538,,118.6918,714.0489,7.6386,0.3633,4.1993,4.5625,-15.4863,0.0,60.0096,-1.3428,29.531,41.7321,-0.278,0.0,0.0,-29.948900000000002,0.0,-29.948900000000002,0.0,-30.2269,0.0,2.9657,2.9657,0.0,0.0,-4.5316,0.0,-1.5658,9.9393,0.4864,-4.5141,,0.174,0.3846,,26.1707,26.1707,,26.1707,16.0501,0.0666,,,,6.4357,6.4356,1.0698,5.3159,3.1553,1.0062,0.9994000000000001,48.0,23.0,12.0,13.0,8.0,0.19,41.0,714.0,168.0,25.0,595.0,119.0,2009-06-30,2009-06-30,5.02,2009-06-30,0 days
2009-06-30,INTC,8024.0,3945.0,4079.0,1303.0,2695.0,,4091.0,-12.0,-38.0,-50.0,348.0,-398.0,,-398.0,,-398.0,1274.0,-12.0,5595.0,5595.0,-0.07,-0.07,11624.0,1938.0,2805.0,,883.0,18467.0,17515.0,3515.0,3932.0,5632.0,30594.0,49061.0,7079.0,1174.0,1205.0,2935.0,10014.0,13995.0,25205.0,-153.0,,39047.0,49061.0,-398.0,1286.0,509.0,1795.0,148.0,241.0,57.0,1124.0,1987.0,3384.0,-981.0,0.0,0.0,-1761.0,749.0,-1012.0,-232.0,-2225.0,0.0,-7.0,-7.0,-78.0,-78.0,-784.0,0.0,-869.0,290.0,258.0,-784.0,2.6087,0.0292,0.0307,50.835,-0.1496,-0.1496,,-0.6231,-4.9601,0.1636,1.4064,4.1404,21.7373,-1.0193,-1.1334,-0.8112,-0.9895,6.9764,0.6053000000000001,0.428,8024.0,4079.0,-12.0,1274.0,-398.0,-0.07,5595.0,49061.0,11624.0,1174.0,10014.0,39047.0,2009-06-30,2009-06-30,16.549999,2009-06-30,0 days
2009-06-30,AMBC,-476.881,1279.689,-1756.57,,,3.337,-3.337,-1753.233,-41.689,-1794.922,573.861,-2368.783,,-2368.783,,-2368.794,-1799.789,-1753.233,287.639,287.639,-8.24,-8.24,1130.259,4872.168,,,,6002.428,,10010.99,,3715.827,14042.74,20045.16,12492.46,3640.243,8498.901,12139.14,24631.61,2.944,-6630.047,-224.665,,-4586.444,20045.16,-2368.783,-46.556,1391.574,1345.018,99.99,0.0,-224.044,875.903,752.998,-435.049,0.0,0.0,0.0,1378.463,613.887,1992.35,-113.669,1878.668,-444.839,31.716,-413.123,0.0,0.0,-5.201,-2.902,-421.226,1022.393,3.35,-5.201,,-3.8472,-0.7937,,367.6458,367.6458,,376.3878,496.7264,-0.0238,,,,51.6475,51.6475,-11.8172,250.3467,-15.9495,-1.5122,-1.5122,-477.0,-1757.0,-1753.0,-1800.0,-2369.0,-8.24,288.0,20045.0,1130.0,3640.0,24632.0,-4586.0,2009-06-30,,,,
2009-06-30,F,26810.0,23346.0,3464.0,,3110.0,-419.0,3529.0,-65.0,2306.0,2241.0,-15.0,2256.0,,2256.0,5.0,2261.0,-65.0,-65.0,3001.0,3352.0,0.75,0.69,41134.0,6643.0,6603.0,,,134676.0,24801.0,22550.0,235.0,7383.0,65514.0,200190.0,69769.0,133066.0,,139839.0,209608.0,33.0,-15521.0,-9005.0,,-9418.0,200190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5351.0,-977.0,0.0,5.0,0.0,3638.0,3638.0,2365.0,5031.0,-7683.0,-1728.0,-9411.0,1651.0,1651.0,0.0,-470.0,-8230.0,2758.0,0.0,0.0,1.9303,1.0762,-14.1289,12.9206,-0.2424,-0.2424,,8.3588,8.4334,0.1339,3.5357,4.0358,22.3003,-23.9541,-23.371,1.1269,1.8245,-2.9239,1.1191,0.9546,26810.0,3464.0,-65.0,-65.0,2261.0,0.69,3352.0,200190.0,41134.0,133066.0,209608.0,-9418.0,2009-06-30,2009-06-30,6.07,2009-06-30,0 days
2009-07-31,BMO,3092.97,704.14,2388.83,,1708.84,,1751.14,637.6899,,606.33,98.7,507.63,,495.5,0.0,495.5,,,547.134,549.968,0.86,0.86,163524.3,,,,,308512.3,,38772.79,1937.09,15388.37,56098.25,366057.6,329692.6,3744.64,14232.11,18990.24,348682.8,5336.27,10156.98,,-452.98,17374.82,366057.6,535.89,130.07,0.0,130.07,0.0,0.0,0.0,0.0,2652.94,1557.75,-2.96,0.0,-24.4,0.0,0.0,-23737.49,12840.63,-10924.21,0.0,112.57,-123.38,0.0,108.48,-337.34,10892.64,10652.96,536.27,0.0,0.0,,0.1773,2.6916,,,,,21.6011,17.6527,0.0077,,,,3.2795,3.2097,0.1354,2.3462,,2.7481,2.7452,3093.0,2389.0,638.0,,496.0,0.86,550.0,366058.0,163524.0,3745.0,348683.0,17375.0,2009-07-31,2009-07-31,50.110001,2009-07-31,0 days
2009-07-31,BNS,5737.106,2511.0,3226.106,,2513.0,,2513.0,713.106,,1262.0,303.0,959.0,,849.705,0.0,849.705,,,1017.0,1020.0,0.79,0.79,103511.0,,,,,371564.0,,66812.0,3416.0,41692.0,111920.0,485856.0,394522.0,6458.0,60959.0,67937.0,492459.0,4768.0,19561.0,,-4642.0,23397.0,485856.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-960.0,848.0,-17.0,0.0,0.0,0.0,0.0,5477.0,2026.0,7486.0,0.0,-6465.0,-342.0,0.0,137.0,-548.0,-567.0,-7785.0,389.0,0.0,0.0,,0.2163,2.8744,,,,,28.1634,18.9624,0.0092,,,,4.3161,-8.4809,0.1749,2.8461,,0.8719,0.8557,5737.0,3226.0,713.0,,850.0,0.79,1020.0,485856.0,103511.0,6458.0,492459.0,23397.0,2009-07-31,2009-07-31,42.709999,2009-07-31,0 days
2009-07-31,CRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,254.0,29.0,57.0,21.0,0.04,506.0,1557.0,420.0,15.0,754.0,802.0,2009-07-31,2009-07-31,10.835,2009-07-31,0 days
2009-07-31,RY,7171.501,1687.68,5483.821,,4992.56,,5092.14,391.6807,,1802.25,395.7,1406.55,,1431.0,0.0,1431.0,,,1408.687,1422.81,1.02,1.01,172897.8,,,,,416125.1,,42082.95,9122.33,112238.8,163444.1,581606.9,427419.1,5716.11,115203.5,122801.2,550220.3,11337.04,17623.35,,-1938.86,31386.61,581606.9,2299.85,180.3,0.0,180.3,0.0,0.0,0.0,0.0,-3692.79,350.38,-195.78,0.0,-23.79,0.0,0.0,-9523.02,19714.23,9971.64,0.0,-31864.93,-1334.22,0.0,2079.3,-1266.15,20194.14,-12191.85,-2060.54,0.0,0.0,,0.1541,1.0364,,,,,24.597,19.5302,0.0126,,,,5.2717,6.4273,0.246,3.8569,,0.24050000000000002,0.1034,7172.0,5484.0,392.0,,1431.0,1.01,1423.0,581607.0,172898.0,5716.0,550220.0,31387.0,2009-07-31,2009-07-31,47.470001,2009-07-31,0 days
2009-07-31,NVDA,776.52,619.797,156.723,192.855,73.975,,266.83,-110.1069,3.006,-107.101,-1.799,-105.302,,-105.302,,-105.302,-60.7849,-110.1069,2186.556,2186.556,-0.0475,-0.0475,1466.105,351.96,279.216,50.548,,2167.905,582.914,,505.522,42.068,1130.504,3298.409,891.321,25.06,134.619,159.679,1051.0,0.638,1657.529,8.67,,2247.409,3298.409,-105.302,49.322,20.769,70.091,-47.929,45.331,49.236,-17.594,170.328,135.117,-17.656,0.0,0.0,-114.283,0.0,-114.283,0.782,-131.157,0.11900000000000001,0.0,0.11900000000000001,7.432,7.432,0.0,0.0,7.551,11.511,25.376,0.0,2.4322,0.011,0.0112,20.1827,-14.1795,-14.1795,,-13.7924,-13.5608,0.2354,2.2198,2.2063,40.7928,-4.6855,-6.0453,-3.1925,-4.6338,1.0257,0.0613,0.0533,777.0,157.0,-110.0,-61.0,-105.0,-0.05,2187.0,3298.0,1466.0,25.0,1051.0,2247.0,2009-07-31,2009-07-31,3.2325,2009-07-31,0 days
2009-07-31,TD,5815.538,1479.69,4335.848,,2571.63,,3174.43,1161.418,,938.58,184.19,754.39,,835.766,0.0,835.766,,,1703.0,1710.8,0.465,0.465,88243.68,,,,,294776.4,,94300.86,15536.43,71907.9,181745.2,479947.2,357485.3,10944.86,75561.78,87882.34,445367.6,13283.83,16200.93,,1804.02,34579.56,479947.2,906.55,324.81,0.0,324.81,0.0,0.0,0.0,0.0,10681.75,12474.7,63.1,0.0,-38505.44,0.0,0.0,-54011.03,90787.21,-1666.15,0.0,11245.54,-39.17,0.0,-1045.9,-467.61,-20170.65,-10477.8,29.07,0.0,0.0,,0.2404,0.5054,,,,,20.7804,18.5041,0.0094,,,,2.6459,4.3888,0.1741,1.8359,,7.2562,7.2949,5816.0,4336.0,1161.0,,836.0,0.47,1711.0,479947.0,88244.0,10945.0,445368.0,34580.0,2009-07-31,2009-07-31,29.32,2009-07-31,0 days
2009-07-31,CM,3224.46,707.68,2516.78,,1979.39,,1979.39,537.3899,,538.47,151.58,386.89,,382.354,0.0,382.354,,,763.168,765.112,0.45,0.45,46105.2,,,,,184567.1,,40607.66,2328.39,67148.0,110084.0,296043.7,238256.8,5015.47,40441.97,45607.26,283864.1,5429.68,4306.03,,-427.43,12179.56,296043.7,389.9,102.06,0.0,102.06,0.0,0.0,0.0,0.0,3880.05,4889.28,-46.3,0.0,0.0,0.0,0.0,-390.4,-3878.2,-4314.91,0.0,2870.28,-726.86,0.0,-357.37,-388.41,-2082.11,-684.46,-150.94,0.0,0.0,,0.2917,3.3796,,,,,20.0853,14.2621,0.0091,,,,4.0692,3.8813,0.1292,2.2236,,6.3436,6.2834,3224.0,2517.0,537.0,,382.0,0.45,765.0,296044.0,46105.0,5015.0,283864.0,12180.0,2009-07-31,2009-07-31,30.82,2009-07-31,0 days
